element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm
5438,Wall,1,4.0,0.2,3.0,4,Plywood,507,9,1,3,25.2,109.872
5439,Wall,11,3.0,0.2,3.0,18,Plywood,614,11,12,16,19.2,383.616
5440,Beam,14,0.25,0.5,4.0,9,Steel,903,12,13,16,6.0,60.48
5441,Column,13,0.4,0.4,3.2,19,Steel,985,8,14,18,5.12,105.062
5442,Beam,13,0.25,0.5,5.0,11,Steel,961,10,13,15,7.5,90.75
5443,Wall,24,4.0,0.2,3.0,15,Plywood,488,12,23,25,25.2,423.36
5444,Beam,21,0.25,0.5,5.5,19,Steel,891,11,21,24,8.25,173.992
5445,Beam,7,0.25,0.5,4.0,18,Steel,838,12,8,11,6.0,120.96
5446,Column,9,0.3,0.6,2.8,6,Steel,929,8,8,12,5.04,32.659
5447,Slab,17,6.0,5.0,0.15,1,Plywood,514,12,16,20,3.3,3.696
5448,Column,11,0.4,0.4,2.8,23,Steel,1005,9,11,15,4.48,112.314
5449,Column,11,0.35,0.55,2.8,14,Steel,945,11,12,15,5.04,78.322
5450,Column,5,0.3,0.45,2.8,37,Steel,994,9,6,9,4.2,169.386
5451,Beam,7,0.3,0.6,5.0,24,Steel,942,12,8,10,9.0,241.92
5452,Wall,19,3.0,0.2,3.0,16,Plywood,458,9,20,24,19.2,334.848
5453,Slab,22,6.0,4.0,0.15,1,Plywood,501,14,23,25,3.0,3.42
5454,Column,20,0.4,0.4,2.8,6,Steel,959,11,19,21,4.48,29.837
5455,Beam,8,0.3,0.6,5.0,15,Steel,896,11,8,10,9.0,149.85
5456,Slab,4,6.0,5.0,0.15,1,Plywood,469,12,5,9,3.3,3.696
5457,Beam,4,0.23,0.6,4.5,10,Steel,851,10,5,7,7.47,82.17
5458,Column,10,0.3,0.45,2.8,36,Steel,969,9,10,12,4.2,164.808
5459,Beam,13,0.23,0.6,5.0,7,Steel,861,12,13,17,8.3,65.072
5460,Beam,23,0.23,0.45,4.5,22,Steel,945,12,22,24,6.12,150.797
5461,Wall,23,5.0,0.2,3.0,7,Plywood,496,10,24,27,31.2,240.24
5462,Slab,1,6.0,4.0,0.15,1,Plywood,434,12,1,3,3.0,3.36
5463,Column,18,0.3,0.45,3.3,28,Steel,935,11,17,20,4.95,153.846
5464,Slab,8,6.0,4.0,0.15,1,Plywood,537,12,8,12,3.0,3.36
5465,Column,5,0.3,0.45,3.0,11,Steel,925,9,4,6,4.5,53.955
5466,Wall,14,5.0,0.2,3.0,24,Plywood,485,9,14,17,31.2,816.192
5467,Beam,1,0.23,0.45,4.5,14,Steel,905,13,1,5,6.12,96.818
5468,Column,9,0.35,0.55,3.0,12,Steel,999,11,10,13,5.4,71.928
5469,Beam,14,0.3,0.6,4.5,18,Steel,879,13,15,19,8.1,164.754
5470,Column,7,0.3,0.45,3.2,36,Steel,912,10,6,9,4.8,190.08
5471,Column,15,0.4,0.4,2.8,9,Steel,920,9,14,16,4.48,43.949
5472,Beam,12,0.23,0.45,6.0,9,Steel,922,10,12,14,8.16,80.784
5473,Slab,20,10.0,4.0,0.15,1,Plywood,445,12,21,24,4.2,4.704
5474,Slab,5,6.0,5.0,0.15,1,Plywood,508,13,4,6,3.3,3.729
5475,Beam,2,0.3,0.6,5.5,18,Steel,844,11,3,6,9.9,197.802
5476,Column,14,0.23,0.45,2.8,22,Steel,891,10,13,15,3.808,92.154
5477,Beam,7,0.23,0.45,4.5,16,Steel,897,10,8,10,6.12,107.712
5478,Beam,18,0.3,0.6,5.0,22,Steel,956,12,18,21,9.0,221.76
5479,Column,3,0.4,0.4,2.8,6,Steel,927,11,2,5,4.48,29.837
5480,Wall,15,4.0,0.2,3.0,24,Plywood,572,9,16,18,25.2,659.232
5481,Wall,25,5.0,0.2,3.0,21,Plywood,430,10,25,29,31.2,720.72
5482,Column,3,0.23,0.45,3.3,22,Steel,902,10,3,6,4.488,108.61
5483,Slab,8,10.0,4.0,0.15,1,Plywood,459,14,9,11,4.2,4.788
5484,Beam,22,0.25,0.5,6.0,21,Steel,991,10,22,25,9.0,207.9
5485,Column,14,0.3,0.45,3.0,38,Steel,1005,11,14,18,4.5,189.81
5486,Beam,5,0.25,0.5,5.5,12,Steel,884,10,5,8,8.25,108.9
5487,Column,6,0.4,0.4,2.8,10,Steel,949,11,5,9,4.48,49.728
5488,Column,20,0.35,0.55,3.3,23,Steel,868,8,19,23,5.94,147.55
5489,Wall,22,6.0,0.2,3.0,15,Plywood,542,9,22,24,37.2,608.22
5490,Beam,10,0.3,0.6,5.5,24,Steel,964,12,9,11,9.9,266.112
5491,Column,12,0.3,0.45,3.0,37,Steel,955,9,13,17,4.5,181.485
5492,Beam,20,0.23,0.45,4.5,12,Steel,894,11,20,23,6.12,81.518
5493,Wall,5,6.0,0.2,3.0,11,Plywood,510,12,5,8,37.2,458.304
5494,Beam,6,0.25,0.5,5.5,29,Steel,971,10,7,9,8.25,263.175
5495,Wall,20,5.0,0.2,3.0,21,Plywood,511,11,20,22,31.2,727.272
5496,Wall,5,4.0,0.2,3.0,18,Plywood,537,9,6,10,25.2,494.424
5497,Column,20,0.35,0.55,2.8,12,Steel,843,8,21,23,5.04,65.318
5498,Slab,13,6.0,5.0,0.15,1,Plywood,449,16,12,16,3.3,3.828
5499,Slab,25,8.0,4.0,0.15,1,Plywood,450,16,24,26,3.6,4.176
5500,Slab,1,8.0,4.0,0.15,1,Plywood,486,12,1,3,3.6,4.032
5501,Beam,24,0.23,0.45,4.0,18,Steel,873,13,23,26,5.44,110.65
5502,Column,6,0.23,0.45,3.0,28,Steel,946,8,6,8,4.08,123.379
5503,Column,1,0.3,0.6,3.2,39,Steel,924,8,2,4,5.76,242.611
5504,Beam,19,0.23,0.45,5.5,6,Steel,910,12,20,22,7.48,50.266
5505,Slab,14,6.0,4.0,0.15,1,Plywood,436,14,15,17,3.0,3.42
5506,Slab,21,10.0,4.0,0.15,1,Plywood,455,16,20,22,4.2,4.872
5507,Beam,3,0.23,0.45,5.0,5,Steel,871,10,4,8,6.8,37.4
5508,Column,3,0.4,0.4,3.2,14,Steel,963,10,2,4,5.12,78.848
5509,Column,15,0.4,0.4,3.3,30,Steel,922,11,15,17,5.28,175.824
5510,Slab,23,6.0,4.0,0.15,1,Plywood,449,12,24,26,3.0,3.36
5511,Beam,11,0.23,0.45,5.5,6,Steel,968,13,12,14,7.48,50.714
5512,Slab,20,7.5,4.0,0.15,1,Plywood,415,16,19,21,3.45,4.002
5513,Column,23,0.3,0.6,3.2,31,Steel,949,9,23,25,5.76,194.63
5514,Beam,22,0.25,0.5,4.0,13,Steel,932,10,23,25,6.0,85.8
5515,Wall,13,4.0,0.2,3.0,23,Plywood,515,11,13,16,25.2,643.356
5516,Column,18,0.35,0.55,3.2,39,Steel,914,8,18,21,5.76,242.611
5517,Column,14,0.35,0.55,2.8,12,Steel,954,8,14,16,5.04,65.318
5518,Slab,17,10.0,4.0,0.15,1,Plywood,436,13,17,19,4.2,4.746
5519,Beam,15,0.3,0.6,4.5,19,Steel,969,10,15,18,8.1,169.29
5520,Wall,14,4.0,0.2,3.0,11,Plywood,500,11,13,16,25.2,307.692
5521,Wall,11,6.0,0.2,3.0,10,Plywood,595,9,12,14,37.2,405.48
5522,Slab,17,8.0,4.0,0.15,1,Plywood,510,16,18,22,3.6,4.176
5523,Column,19,0.4,0.4,2.8,21,Steel,978,9,18,21,4.48,102.547
5524,Beam,23,0.23,0.6,5.5,29,Steel,952,10,22,25,9.13,291.247
5525,Wall,16,6.0,0.2,3.0,7,Plywood,560,12,16,19,37.2,291.648
5526,Beam,3,0.23,0.45,5.0,7,Steel,849,12,3,5,6.8,53.312
5527,Wall,15,4.5,0.2,3.0,7,Plywood,538,10,16,19,28.2,217.14
5528,Slab,8,6.0,5.0,0.15,1,Plywood,472,13,7,11,3.3,3.729
5529,Column,1,0.23,0.45,2.8,24,Steel,973,11,2,6,3.808,101.445
5530,Beam,2,0.25,0.5,4.5,5,Steel,943,12,1,3,6.75,37.8
5531,Slab,15,6.0,4.0,0.15,1,Plywood,499,14,14,16,3.0,3.42
5532,Column,24,0.23,0.45,3.2,7,Steel,990,11,25,27,4.352,33.815
5533,Column,13,0.4,0.4,3.3,13,Steel,941,10,13,15,5.28,75.504
5534,Slab,12,6.0,5.0,0.15,1,Plywood,411,15,11,14,3.3,3.795
5535,Column,3,0.3,0.6,2.8,15,Steel,986,9,4,7,5.04,82.404
5536,Column,17,0.3,0.6,3.2,10,Steel,989,11,17,19,5.76,63.936
5537,Slab,2,7.5,4.0,0.15,1,Plywood,491,13,1,3,3.45,3.898
5538,Slab,22,8.0,4.0,0.15,1,Plywood,419,16,23,26,3.6,4.176
5539,Beam,21,0.23,0.6,5.5,13,Steel,896,13,20,24,9.13,134.12
5540,Wall,25,4.0,0.2,3.0,19,Plywood,587,11,25,29,25.2,531.468
5541,Wall,8,4.0,0.2,3.0,19,Plywood,590,12,7,9,25.2,536.256
5542,Beam,5,0.25,0.5,4.5,25,Steel,885,13,5,8,6.75,190.687
5543,Column,8,0.35,0.55,2.8,30,Steel,939,11,7,10,5.04,167.832
5544,Slab,20,8.0,4.0,0.15,1,Plywood,464,14,19,23,3.6,4.104
5545,Column,6,0.4,0.4,3.2,22,Steel,903,11,5,8,5.12,125.03
5546,Slab,23,6.0,4.0,0.15,1,Plywood,546,13,24,27,3.0,3.39
5547,Beam,4,0.3,0.6,6.0,19,Steel,864,12,5,8,10.8,229.824
5548,Beam,2,0.3,0.6,4.5,23,Steel,948,11,1,3,8.1,206.793
5549,Beam,6,0.23,0.6,6.0,20,Steel,889,12,5,9,9.96,223.104
5550,Beam,19,0.25,0.5,6.0,21,Steel,845,10,19,22,9.0,207.9
5551,Wall,16,3.0,0.2,3.0,23,Plywood,565,9,16,20,19.2,481.344
5552,Column,9,0.3,0.6,3.2,16,Steel,973,11,10,13,5.76,102.298
5553,Wall,17,6.0,0.2,3.0,16,Plywood,504,11,18,22,37.2,660.672
5554,Column,17,0.4,0.4,3.0,20,Steel,907,9,18,22,4.8,104.64
5555,Slab,14,8.0,4.0,0.15,1,Plywood,445,14,13,17,3.6,4.104
5556,Wall,13,6.0,0.2,3.0,23,Plywood,559,11,12,16,37.2,949.716
5557,Beam,3,0.25,0.5,5.0,19,Steel,813,13,2,6,7.5,161.025
5558,Column,7,0.4,0.4,3.3,11,Steel,925,11,7,9,5.28,64.469
5559,Slab,14,10.0,4.0,0.15,1,Plywood,469,13,15,17,4.2,4.746
5560,Slab,4,6.0,5.0,0.15,1,Plywood,470,12,5,9,3.3,3.696
5561,Column,12,0.3,0.45,3.3,36,Steel,960,11,13,17,4.95,197.802
5562,Beam,3,0.3,0.6,5.0,18,Steel,908,12,4,6,9.0,181.44
5563,Slab,20,10.0,4.0,0.15,1,Plywood,492,14,20,22,4.2,4.788
5564,Column,3,0.35,0.55,3.0,12,Steel,965,8,3,7,5.4,69.984
5565,Beam,3,0.25,0.5,4.0,16,Steel,854,13,2,4,6.0,108.48
5566,Beam,16,0.25,0.5,4.0,22,Steel,915,12,15,17,6.0,147.84
5567,Column,6,0.35,0.55,3.0,28,Steel,913,9,7,11,5.4,164.808
5568,Slab,9,10.0,4.0,0.15,1,Plywood,488,13,9,13,4.2,4.746
5569,Column,8,0.3,0.6,2.8,21,Steel,899,9,9,12,5.04,115.366
5570,Wall,6,3.0,0.2,3.0,18,Plywood,584,12,7,10,19.2,387.072
5571,Beam,20,0.23,0.45,4.0,26,Steel,944,12,20,24,5.44,158.413
5572,Beam,18,0.3,0.6,4.5,10,Steel,898,13,17,20,8.1,91.53
5573,Beam,6,0.3,0.6,5.5,13,Steel,906,12,6,10,9.9,144.144
5574,Beam,18,0.23,0.6,6.0,22,Steel,923,10,19,23,9.96,241.032
5575,Slab,18,10.0,4.0,0.15,1,Plywood,451,15,17,19,4.2,4.83
5576,Slab,14,6.0,4.0,0.15,1,Plywood,458,15,14,17,3.0,3.45
5577,Slab,15,6.0,4.0,0.15,1,Plywood,495,13,15,17,3.0,3.39
5578,Beam,24,0.23,0.45,4.0,5,Steel,892,10,25,28,5.44,29.92
5579,Column,12,0.3,0.6,3.3,30,Steel,928,11,11,13,5.94,197.802
5580,Column,10,0.35,0.55,3.2,12,Steel,956,8,9,13,5.76,74.65
5581,Slab,14,7.5,4.0,0.15,1,Plywood,505,16,14,16,3.45,4.002
5582,Beam,21,0.23,0.45,5.5,29,Steel,854,13,20,22,7.48,245.12
5583,Beam,18,0.3,0.6,5.5,18,Steel,838,13,18,20,9.9,201.366
5584,Beam,2,0.23,0.45,5.0,27,Steel,906,12,1,4,6.8,205.632
5585,Beam,12,0.23,0.45,4.0,8,Steel,906,10,12,15,5.44,47.872
5586,Slab,19,8.0,4.0,0.15,1,Plywood,470,12,20,24,3.6,4.032
5587,Beam,6,0.23,0.45,5.0,28,Steel,892,10,7,10,6.8,209.44
5588,Wall,25,4.0,0.2,3.0,22,Plywood,482,12,26,28,25.2,620.928
5589,Column,21,0.23,0.45,3.2,27,Steel,989,11,21,23,4.352,130.429
5590,Beam,22,0.23,0.6,4.0,5,Steel,905,10,22,24,6.64,36.52
5591,Column,3,0.4,0.4,3.2,35,Steel,970,10,2,6,5.12,197.12
5592,Slab,15,6.0,5.0,0.15,1,Plywood,499,15,16,18,3.3,3.795
5593,Beam,14,0.23,0.45,4.0,17,Steel,918,11,15,19,5.44,102.653
5594,Beam,16,0.23,0.45,5.0,15,Steel,893,13,16,18,6.8,115.26
5595,Slab,22,6.0,5.0,0.15,1,Plywood,463,15,21,23,3.3,3.795
5596,Beam,9,0.23,0.6,5.0,14,Steel,860,13,10,13,8.3,131.306
5597,Column,14,0.3,0.45,3.0,38,Steel,969,8,13,17,4.5,184.68
5598,Beam,17,0.23,0.6,4.5,5,Steel,943,13,16,19,7.47,42.206
5599,Column,19,0.3,0.45,3.0,29,Steel,985,9,18,21,4.5,142.245
5600,Wall,20,6.0,0.2,3.0,13,Plywood,544,11,19,21,37.2,536.796
5601,Slab,9,7.5,4.0,0.15,1,Plywood,531,12,10,14,3.45,3.864
5602,Slab,25,8.0,4.0,0.15,1,Plywood,463,15,25,28,3.6,4.14
5603,Wall,1,3.0,0.2,3.0,3,Plywood,513,9,1,4,19.2,62.784
5604,Slab,13,6.0,4.0,0.15,1,Plywood,468,13,14,16,3.0,3.39
5605,Beam,16,0.25,0.5,5.0,24,Steel,909,12,16,20,7.5,201.6
5606,Column,2,0.3,0.45,3.0,18,Steel,890,10,3,7,4.5,89.1
5607,Beam,12,0.25,0.5,6.0,27,Steel,877,12,12,15,9.0,272.16
5608,Wall,15,6.0,0.2,3.0,5,Plywood,532,11,14,18,37.2,206.46
5609,Wall,16,6.0,0.2,3.0,5,Plywood,490,9,17,21,37.2,202.74
5610,Slab,3,6.0,4.0,0.15,1,Plywood,470,15,4,6,3.0,3.45
5611,Column,7,0.35,0.55,2.8,10,Steel,990,11,8,11,5.04,55.944
5612,Column,7,0.3,0.45,3.3,37,Steel,964,11,8,10,4.95,203.297
5613,Wall,16,3.0,0.2,3.0,23,Plywood,489,9,17,20,19.2,481.344
5614,Column,9,0.35,0.55,3.2,23,Steel,1021,11,10,14,5.76,147.053
5615,Beam,15,0.23,0.45,5.5,10,Steel,902,12,16,20,7.48,83.776
5616,Beam,19,0.23,0.45,5.5,28,Steel,991,10,19,22,7.48,230.384
5617,Column,20,0.23,0.45,3.2,13,Steel,918,9,21,23,4.352,61.668
5618,Slab,5,6.0,4.0,0.15,1,Plywood,434,16,5,8,3.0,3.48
5619,Wall,23,4.0,0.2,3.0,10,Plywood,532,12,22,26,25.2,282.24
5620,Slab,5,7.5,4.0,0.15,1,Plywood,537,15,4,7,3.45,3.968
5621,Beam,1,0.3,0.6,4.0,11,Steel,956,10,1,4,7.2,87.12
5622,Beam,2,0.23,0.45,5.5,15,Steel,938,10,2,5,7.48,123.42
5623,Wall,6,5.0,0.2,3.0,10,Plywood,490,11,6,10,31.2,346.32
5624,Beam,22,0.23,0.45,6.0,23,Steel,902,12,21,25,8.16,210.202
5625,Beam,6,0.3,0.6,5.0,8,Steel,842,11,6,9,9.0,79.92
5626,Slab,18,7.5,4.0,0.15,1,Plywood,497,14,18,22,3.45,3.933
5627,Column,11,0.35,0.55,3.0,31,Steel,930,10,10,12,5.4,184.14
5628,Column,1,0.23,0.45,3.2,13,Steel,986,8,1,3,4.352,61.102
5629,Wall,12,4.5,0.2,3.0,20,Plywood,552,12,12,16,28.2,631.68
5630,Beam,1,0.3,0.6,5.0,9,Steel,911,12,1,5,9.0,90.72
5631,Column,12,0.4,0.4,3.0,14,Steel,983,8,11,13,4.8,72.576
5632,Column,14,0.35,0.55,3.3,20,Steel,886,9,15,19,5.94,129.492
5633,Wall,14,3.0,0.2,3.0,23,Plywood,503,9,14,18,19.2,481.344
5634,Beam,8,0.23,0.6,5.5,8,Steel,909,13,8,10,9.13,82.535
5635,Beam,20,0.25,0.5,5.5,29,Steel,944,11,19,22,8.25,265.568
5636,Column,15,0.35,0.55,3.3,18,Steel,870,9,15,19,5.94,116.543
5637,Wall,7,4.0,0.2,3.0,7,Plywood,489,9,7,11,25.2,192.276
5638,Wall,11,3.0,0.2,3.0,13,Plywood,537,12,10,13,19.2,279.552
5639,Beam,3,0.23,0.6,4.0,26,Steel,872,11,3,7,6.64,191.63
5640,Column,24,0.23,0.45,3.2,14,Steel,947,10,23,25,4.352,67.021
5641,Slab,19,10.0,4.0,0.15,1,Plywood,464,14,19,23,4.2,4.788
5642,Slab,8,8.0,4.0,0.15,1,Plywood,416,14,7,11,3.6,4.104
5643,Slab,17,6.0,5.0,0.15,1,Plywood,485,16,17,19,3.3,3.828
5644,Wall,17,6.0,0.2,3.0,19,Plywood,600,10,16,20,37.2,777.48
5645,Beam,16,0.25,0.5,4.0,10,Steel,916,13,16,20,6.0,67.8
5646,Column,2,0.3,0.6,2.8,19,Steel,913,11,2,4,5.04,106.294
5647,Beam,22,0.3,0.6,4.5,20,Steel,896,10,23,27,8.1,178.2
5648,Slab,24,6.0,4.0,0.15,1,Plywood,471,15,24,27,3.0,3.45
5649,Column,25,0.35,0.55,3.0,39,Steel,921,9,25,28,5.4,229.554
5650,Column,25,0.4,0.4,3.0,31,Steel,951,9,26,29,4.8,162.192
5651,Slab,24,10.0,4.0,0.15,1,Plywood,503,16,23,26,4.2,4.872
5652,Beam,19,0.23,0.6,4.5,13,Steel,975,11,18,22,7.47,107.792
5653,Slab,2,10.0,4.0,0.15,1,Plywood,435,16,2,6,4.2,4.872
5654,Column,12,0.35,0.55,3.0,20,Steel,918,9,11,13,5.4,117.72
5655,Column,7,0.3,0.45,3.3,14,Steel,884,10,6,8,4.95,76.23
5656,Column,6,0.23,0.45,3.2,9,Steel,973,8,7,10,4.352,42.301
5657,Slab,21,8.0,4.0,0.15,1,Plywood,503,13,22,26,3.6,4.068
5658,Slab,21,7.5,4.0,0.15,1,Plywood,530,12,20,24,3.45,3.864
5659,Beam,14,0.23,0.6,4.0,9,Steel,887,12,14,17,6.64,66.931
5660,Beam,19,0.3,0.6,5.0,16,Steel,901,11,19,23,9.0,159.84
5661,Column,4,0.3,0.6,3.3,32,Steel,956,10,3,7,5.94,209.088
5662,Slab,6,10.0,4.0,0.15,1,Plywood,497,15,7,9,4.2,4.83
5663,Wall,22,6.0,0.2,3.0,7,Plywood,525,12,23,25,37.2,291.648
5664,Slab,12,10.0,4.0,0.15,1,Plywood,484,16,12,16,4.2,4.872
5665,Column,14,0.35,0.55,3.3,10,Steel,945,11,13,15,5.94,65.934
5666,Beam,12,0.3,0.6,5.5,26,Steel,803,11,11,13,9.9,285.714
5667,Column,6,0.3,0.45,3.2,39,Steel,925,9,6,8,4.8,204.048
5668,Column,21,0.35,0.55,2.8,26,Steel,913,9,20,24,5.04,142.834
5669,Column,19,0.23,0.45,2.8,14,Steel,988,11,19,23,3.808,59.176
5670,Column,18,0.3,0.6,3.2,38,Steel,939,11,19,21,5.76,242.957
5671,Column,9,0.3,0.6,3.3,32,Steel,923,10,9,13,5.94,209.088
5672,Slab,17,8.0,4.0,0.15,1,Plywood,476,12,18,22,3.6,4.032
5673,Column,24,0.3,0.6,2.8,27,Steel,976,8,23,25,5.04,146.966
5674,Slab,17,8.0,4.0,0.15,1,Plywood,464,16,18,22,3.6,4.176
5675,Wall,13,4.5,0.2,3.0,12,Plywood,486,12,14,17,28.2,379.008
5676,Beam,7,0.3,0.6,6.0,16,Steel,903,12,6,10,10.8,193.536
5677,Beam,14,0.23,0.45,5.0,22,Steel,878,10,13,15,6.8,164.56
5678,Slab,10,6.0,5.0,0.15,1,Plywood,461,13,10,12,3.3,3.729
5679,Column,16,0.3,0.6,3.2,38,Steel,911,10,16,19,5.76,240.768
5680,Beam,2,0.23,0.6,4.5,13,Steel,949,13,3,7,7.47,109.734
5681,Beam,5,0.23,0.6,5.5,7,Steel,922,11,6,10,9.13,70.94
5682,Slab,20,7.5,4.0,0.15,1,Plywood,450,16,19,21,3.45,4.002
5683,Slab,10,6.0,5.0,0.15,1,Plywood,468,15,10,12,3.3,3.795
5684,Slab,11,8.0,4.0,0.15,1,Plywood,440,13,12,15,3.6,4.068
5685,Slab,14,10.0,4.0,0.15,1,Plywood,458,14,13,15,4.2,4.788
5686,Beam,11,0.3,0.6,5.0,22,Steel,819,11,12,16,9.0,219.78
5687,Slab,19,7.5,4.0,0.15,1,Plywood,509,16,20,24,3.45,4.002
5688,Wall,7,5.0,0.2,3.0,14,Plywood,525,9,6,10,31.2,476.112
5689,Beam,19,0.23,0.45,4.0,26,Steel,895,10,18,21,5.44,155.584
5690,Wall,6,4.0,0.2,3.0,22,Plywood,495,10,5,8,25.2,609.84
5691,Wall,10,6.0,0.2,3.0,16,Plywood,513,12,9,11,37.2,666.624
5692,Beam,15,0.23,0.6,4.5,8,Steel,898,10,15,17,7.47,65.736
5693,Column,23,0.35,0.55,2.8,9,Steel,963,10,23,25,5.04,49.896
5694,Column,6,0.35,0.55,3.2,11,Steel,988,10,6,9,5.76,69.696
5695,Slab,15,6.0,5.0,0.15,1,Plywood,484,12,16,20,3.3,3.696
5696,Column,2,0.4,0.4,2.8,15,Steel,955,10,2,4,4.48,73.92
5697,Beam,2,0.23,0.6,5.0,23,Steel,944,10,1,3,8.3,209.99
5698,Beam,20,0.23,0.6,4.0,11,Steel,914,11,21,23,6.64,81.074
5699,Wall,18,6.0,0.2,3.0,4,Plywood,546,9,18,21,37.2,162.192
5700,Slab,10,6.0,5.0,0.15,1,Plywood,481,12,10,14,3.3,3.696
5701,Slab,16,6.0,5.0,0.15,1,Plywood,431,13,16,18,3.3,3.729
5702,Beam,10,0.3,0.6,4.5,18,Steel,936,13,9,12,8.1,164.754
5703,Column,7,0.35,0.55,2.8,29,Steel,944,10,8,10,5.04,160.776
5704,Slab,11,8.0,4.0,0.15,1,Plywood,488,15,10,12,3.6,4.14
5705,Column,8,0.4,0.4,3.3,34,Steel,922,10,7,10,5.28,197.472
5706,Beam,21,0.23,0.45,5.0,29,Steel,885,11,21,24,6.8,218.892
5707,Wall,11,4.5,0.2,3.0,3,Plywood,488,10,10,14,28.2,93.06
5708,Beam,9,0.25,0.5,4.5,28,Steel,941,11,9,11,6.75,209.79
5709,Beam,14,0.25,0.5,5.0,24,Steel,911,12,14,17,7.5,201.6
5710,Slab,19,10.0,4.0,0.15,1,Plywood,514,15,20,22,4.2,4.83
5711,Slab,7,6.0,5.0,0.15,1,Plywood,453,16,7,10,3.3,3.828
5712,Beam,24,0.23,0.6,4.0,19,Steel,841,13,23,27,6.64,142.561
5713,Beam,12,0.3,0.6,5.0,12,Steel,927,12,12,15,9.0,120.96
5714,Column,17,0.35,0.55,3.3,34,Steel,949,10,18,20,5.94,222.156
5715,Beam,24,0.23,0.6,6.0,5,Steel,903,10,23,26,9.96,54.78
5716,Column,11,0.3,0.45,2.8,37,Steel,889,10,10,12,4.2,170.94
5717,Beam,5,0.23,0.6,4.0,23,Steel,949,13,4,7,6.64,172.574
5718,Slab,19,6.0,4.0,0.15,1,Plywood,448,14,20,22,3.0,3.42
5719,Column,1,0.3,0.6,2.8,36,Steel,924,8,1,4,5.04,195.955
5720,Beam,12,0.25,0.5,4.5,5,Steel,985,11,11,15,6.75,37.463
5721,Column,25,0.4,0.4,3.2,34,Steel,915,11,24,28,5.12,193.229
5722,Column,11,0.4,0.4,3.2,21,Steel,925,9,11,13,5.12,117.197
5723,Column,18,0.3,0.45,3.2,37,Steel,975,9,19,23,4.8,193.584
5724,Column,14,0.3,0.45,3.2,14,Steel,891,8,14,16,4.8,72.576
5725,Wall,6,5.0,0.2,3.0,4,Plywood,482,10,5,7,31.2,137.28
5726,Wall,8,3.0,0.2,3.0,12,Plywood,554,11,9,13,19.2,255.744
5727,Slab,14,6.0,4.0,0.15,1,Plywood,482,15,14,17,3.0,3.45
5728,Beam,3,0.23,0.6,4.0,9,Steel,951,12,2,5,6.64,66.931
5729,Slab,11,10.0,4.0,0.15,1,Plywood,416,15,10,12,4.2,4.83
5730,Wall,11,4.5,0.2,3.0,6,Plywood,514,11,11,13,28.2,187.812
5731,Beam,21,0.23,0.6,4.0,22,Steel,895,11,20,22,6.64,162.149
5732,Column,4,0.23,0.45,3.3,26,Steel,929,9,4,8,4.488,127.19
5733,Slab,22,6.0,4.0,0.15,1,Plywood,490,16,22,24,3.0,3.48
5734,Wall,11,4.0,0.2,3.0,4,Plywood,579,9,11,14,25.2,109.872
5735,Column,17,0.4,0.4,3.0,22,Steel,914,8,16,18,4.8,114.048
5736,Beam,14,0.23,0.45,5.5,22,Steel,975,13,13,17,7.48,185.953
5737,Beam,8,0.23,0.45,4.0,24,Steel,964,12,7,11,5.44,146.227
5738,Beam,24,0.23,0.45,5.0,13,Steel,836,11,23,25,6.8,98.124
5739,Slab,6,6.0,5.0,0.15,1,Plywood,528,15,5,7,3.3,3.795
5740,Beam,1,0.23,0.6,5.0,15,Steel,911,13,2,4,8.3,140.685
5741,Wall,19,4.0,0.2,3.0,5,Plywood,502,10,19,23,25.2,138.6
5742,Slab,16,10.0,4.0,0.15,1,Plywood,461,12,16,18,4.2,4.704
5743,Column,23,0.3,0.6,2.8,29,Steel,976,10,22,24,5.04,160.776
5744,Slab,12,10.0,4.0,0.15,1,Plywood,501,15,11,14,4.2,4.83
5745,Slab,1,6.0,5.0,0.15,1,Plywood,501,13,1,3,3.3,3.729
5746,Beam,1,0.23,0.45,4.0,16,Steel,911,13,1,4,5.44,98.355
5747,Beam,11,0.3,0.6,4.0,26,Steel,931,11,11,13,7.2,207.792
5748,Slab,7,10.0,4.0,0.15,1,Plywood,525,16,7,10,4.2,4.872
5749,Beam,24,0.23,0.45,5.0,16,Steel,961,10,25,27,6.8,119.68
5750,Column,3,0.35,0.55,2.8,39,Steel,954,8,4,7,5.04,212.285
5751,Column,23,0.3,0.45,3.0,34,Steel,951,10,22,25,4.5,168.3
5752,Column,6,0.23,0.45,2.8,38,Steel,999,11,7,10,3.808,160.621
5753,Slab,3,7.5,4.0,0.15,1,Plywood,460,12,2,6,3.45,3.864
5754,Column,7,0.3,0.45,2.8,20,Steel,927,11,8,11,4.2,93.24
5755,Beam,4,0.3,0.6,4.0,6,Steel,970,10,5,7,7.2,47.52
5756,Beam,11,0.23,0.6,6.0,6,Steel,910,10,11,13,9.96,65.736
5757,Slab,9,10.0,4.0,0.15,1,Plywood,444,13,9,12,4.2,4.746
5758,Beam,14,0.25,0.5,4.0,27,Steel,886,13,14,17,6.0,183.06
5759,Wall,14,5.0,0.2,3.0,3,Plywood,463,9,15,17,31.2,102.024
