element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm,boq_area_sqm,actual_area_sqm,boq_adjustment_factor,actual_cost,duration_weeks,weekly_area_demand_sqm
4810,Slab,21,7.5,4.0,0.15,1,Plywood,490,15,21,23,3.45,3.968,4.260460777094227,3.968,0.9313546603534993,1849.674031464443,3,1.3226666666666667
4811,Column,6,0.3,0.6,3.3,26,Steel,952,8,7,10,5.94,166.795,176.0106861715866,166.795,0.9476413258078968,180270.05790586796,4,41.69875
4812,Beam,7,0.23,0.6,6.0,25,Steel,906,13,7,11,9.96,281.37,310.7140716831648,281.37,0.9055592444712741,255803.5103839125,5,56.274
4813,Beam,14,0.3,0.6,5.0,6,Steel,896,10,14,16,9.0,59.4,62.50737159176027,59.4,0.9502879178466387,59832.69237079201,3,19.8
4814,Column,14,0.3,0.45,2.8,8,Steel,935,9,13,16,4.2,36.624,43.296281159066595,36.624,0.8458925113093838,32614.200739638898,4,9.156
4815,Wall,19,6.0,0.2,3.0,22,Plywood,562,9,19,23,37.2,892.056,917.3979322647098,892.056,0.9723762923662254,486016.315434757,5,178.4112
4816,Column,8,0.35,0.55,3.3,33,Steel,973,10,9,11,5.94,215.622,195.08937152820857,215.622,1.105247294155246,218251.30675914965,3,71.87400000000001
4817,Column,22,0.23,0.45,3.3,20,Steel,914,9,22,26,4.488,97.838,94.99209418720326,97.838,1.029959396486072,98520.26633582082,5,19.5676
4818,Column,9,0.4,0.4,3.2,18,Steel,959,9,10,13,5.12,100.454,105.49498839727381,100.454,0.9522158495502134,109679.02574930903,4,25.1135
4819,Beam,14,0.23,0.6,4.0,14,Steel,904,10,15,18,6.64,102.256,108.61341458601812,102.256,0.9414675009505086,97451.3937127112,4,25.564
4820,Wall,24,4.5,0.2,3.0,19,Plywood,549,10,23,25,28.2,589.38,628.1113641374213,589.38,0.938336788109843,330394.39660920587,3,196.46
4821,Slab,14,8.0,4.0,0.15,1,Plywood,377,14,13,15,3.6,4.104,4.573356543390125,4.104,0.8973715390573502,1483.6346281192364,3,1.368
4822,Wall,18,3.0,0.2,3.0,13,Plywood,507,11,17,20,19.2,277.056,272.17827474031253,277.056,1.017921067595646,149842.45183616687,4,69.264
4823,Beam,23,0.23,0.45,6.0,15,Steel,926,13,24,26,8.16,138.312,152.07004729667545,138.312,0.9095282237281436,131408.0327563655,3,46.104000000000006
4824,Beam,25,0.3,0.6,5.0,29,Steel,948,10,26,28,9.0,287.1,319.0282996837578,287.1,0.8999201647145183,308050.17756615876,3,95.7
4825,Beam,13,0.25,0.5,6.0,25,Steel,915,11,14,17,9.0,249.75,255.59021039011543,249.75,0.9771501014017661,239035.93423548507,4,62.4375
4826,Column,11,0.4,0.4,3.3,39,Steel,1017,9,12,15,5.28,224.453,229.08811824320685,224.453,0.9797670945191227,251800.78365468056,4,56.11325
4827,Wall,5,5.0,0.2,3.0,14,Plywood,458,9,6,10,31.2,476.112,454.0572712645391,476.112,1.0485725703148394,244148.36932846563,5,95.22240000000001
4828,Beam,14,0.25,0.5,4.5,10,Steel,908,12,13,16,6.75,75.6,77.42923369347187,75.6,0.9763754126676046,66561.80939961941,4,18.9
4829,Beam,23,0.25,0.5,5.5,20,Steel,894,13,24,27,8.25,186.45,211.81556927663172,186.45,0.8802469083681747,173048.59298170995,4,46.6125
4830,Beam,13,0.23,0.6,6.0,25,Steel,912,10,13,16,9.96,273.9,321.2003118660339,273.9,0.8527388980688103,281956.51087421924,4,68.475
4831,Slab,9,8.0,4.0,0.15,1,Plywood,460,16,8,12,3.6,4.176,4.502078606083147,4.176,0.9275715431439704,1987.984329972039,5,0.8352
4832,Column,3,0.3,0.6,2.8,29,Steel,932,11,4,7,5.04,162.238,160.58497372953443,162.238,1.0102937792501663,160736.4479229487,4,40.5595
4833,Slab,10,8.0,4.0,0.15,1,Plywood,504,16,11,15,3.6,4.176,4.6131725595369115,4.176,0.9052338593679669,2366.993874059135,5,0.8352
4834,Slab,6,6.0,5.0,0.15,1,Plywood,503,13,5,9,3.3,3.729,4.18410156366822,3.729,0.8912307560552545,1869.1572033674836,5,0.7458
4835,Slab,25,6.0,4.0,0.15,1,Plywood,449,12,24,26,3.0,3.36,3.3588704810109076,3.36,1.000336279411629,1703.1283359603976,3,1.1199999999999999
4836,Column,14,0.3,0.6,2.8,17,Steel,957,10,15,19,5.04,94.248,108.19334485490003,94.248,0.8711071843318795,92847.59157014936,5,18.849600000000002
4837,Column,4,0.23,0.45,3.2,38,Steel,981,8,3,6,4.352,178.606,164.6941553384701,178.606,1.0844707854564666,187233.23045904195,4,44.6515
4838,Beam,2,0.23,0.6,4.5,15,Steel,907,13,3,6,7.47,126.616,114.36287781229345,126.616,1.1071424785918547,116633.13393691074,4,31.654
4839,Wall,22,4.0,0.2,3.0,17,Plywood,519,12,22,24,25.2,479.808,449.52790814251193,479.808,1.0673597596701125,262822.00886262394,3,159.936
4840,Wall,24,5.0,0.2,3.0,23,Plywood,466,11,23,26,31.2,796.536,754.16227960354,796.536,1.056186475434353,356285.3250081381,4,199.134
4841,Beam,20,0.25,0.5,5.5,18,Steel,865,13,21,24,8.25,167.805,195.27110591213773,167.805,0.8593437273587414,139788.27312507475,4,41.95125
4842,Column,4,0.23,0.45,3.3,33,Steel,938,9,5,9,4.488,161.433,165.8715213404064,161.433,0.9732412091928817,156412.75497418846,5,32.2866
4843,Column,3,0.3,0.45,2.8,30,Steel,973,8,2,4,4.2,136.08,133.69581139299888,136.08,1.0178329341971142,134655.46615636774,3,45.36000000000001
4844,Beam,5,0.25,0.5,4.5,23,Steel,903,12,6,9,6.75,173.88,178.87427435033644,173.88,0.9720794151731689,168500.5007226968,4,43.47
4845,Column,19,0.3,0.45,3.2,7,Steel,926,11,20,24,4.8,37.296,37.98419578024883,37.296,0.9818820494652494,33071.145033680186,5,7.4592
4846,Beam,20,0.23,0.45,4.0,21,Steel,942,12,21,24,5.44,127.949,126.72561568721964,127.949,1.0096538044510266,118543.31257679277,4,31.98725
4847,Slab,21,8.0,4.0,0.15,1,Plywood,425,14,21,23,3.6,4.104,3.863381965865612,4.104,1.0622817097197057,1730.1040363468414,3,1.368
4848,Beam,3,0.25,0.5,4.0,28,Steel,917,12,3,7,6.0,188.16,206.3691159975016,188.16,0.9117643359109894,179116.3135759484,5,37.632
4849,Beam,4,0.23,0.6,5.0,29,Steel,877,12,3,6,8.3,269.584,253.6735083956852,269.584,1.0627203514664894,236275.49963273678,4,67.396
4850,Column,23,0.35,0.55,3.0,9,Steel,913,8,23,25,5.4,52.488,59.44934360156499,52.488,0.8829029358470203,46844.86849101867,3,17.496
4851,Column,24,0.3,0.6,3.2,20,Steel,956,11,25,29,5.76,127.872,122.82187489025945,127.872,1.0411174728789379,130743.50468361918,5,25.5744
4852,Slab,19,10.0,4.0,0.15,1,Plywood,489,12,19,21,4.2,4.704,5.265711188626529,4.704,0.8933266241719113,2527.4623960347453,3,1.5679999999999998
4853,Beam,3,0.23,0.45,4.5,9,Steel,901,12,4,8,6.12,61.69,70.42998205810599,61.69,0.8759053771887184,60421.364004737836,5,12.338
4854,Column,2,0.4,0.4,3.3,36,Steel,971,11,1,5,5.28,210.989,197.82282284289047,210.989,1.0665554002713125,205943.02389214252,5,42.1978
4855,Column,2,0.4,0.4,3.2,21,Steel,929,10,2,6,5.12,118.272,109.52267865208765,118.272,1.0798859328094563,123157.32556180625,5,23.654400000000003
4856,Column,18,0.3,0.45,3.0,22,Steel,928,10,17,20,4.5,108.9,129.0325424172551,108.9,0.8439731401079266,108372.29199903796,4,27.225
4857,Slab,22,6.0,5.0,0.15,1,Plywood,482,12,22,26,3.3,3.696,3.839826299327261,3.696,0.9625435402240827,1911.4007034354192,5,0.7392000000000001
4858,Beam,16,0.23,0.6,5.5,17,Steel,874,11,15,18,9.13,172.283,187.6283585341294,172.283,0.9182140767311668,149456.52058227517,4,43.07075
4859,Beam,7,0.25,0.5,6.0,8,Steel,907,13,7,11,9.0,81.36,73.7917408224921,81.36,1.1025624154295741,73678.59230917964,5,16.272
4860,Beam,19,0.23,0.6,4.5,13,Steel,887,10,19,21,7.47,106.821,105.07053005916264,106.821,1.016659951556842,99009.25382411195,3,35.607
4861,Column,2,0.35,0.55,3.3,10,Steel,939,10,2,6,5.94,65.34,68.7128048246731,65.34,0.9509144644396469,61204.813674386416,5,13.068000000000001
4862,Beam,21,0.3,0.6,4.5,25,Steel,919,12,22,26,8.1,226.8,264.41829404301507,226.8,0.8577318782758072,226690.83843069157,5,45.36
4863,Column,23,0.35,0.55,3.2,38,Steel,950,10,23,25,5.76,240.768,236.29737770644192,240.768,1.01891947484543,231408.23003329095,3,80.256
4864,Wall,18,4.0,0.2,3.0,12,Plywood,571,10,19,23,25.2,332.64,376.73389219134134,332.64,0.8829574585528761,186211.4810756129,5,66.52799999999999
4865,Column,22,0.23,0.45,3.3,13,Steel,940,10,21,24,4.488,64.178,70.5100503929361,64.178,0.9101964846479466,59140.24549460509,4,16.0445
4866,Beam,15,0.23,0.6,5.0,13,Steel,846,13,15,18,8.3,121.927,113.95068567187532,121.927,1.0699979493856908,100617.44513263575,4,30.48175
4867,Column,12,0.3,0.6,2.8,20,Steel,968,8,12,15,5.04,108.864,107.55899844324837,108.864,1.0121328905590377,109379.53802270086,4,27.216
4868,Slab,9,6.0,5.0,0.15,1,Plywood,467,16,9,11,3.3,3.828,3.718363059446111,3.828,1.0294852704808821,1699.3791200035544,3,1.276
4869,Column,24,0.3,0.45,2.8,6,Steel,960,9,25,27,4.2,27.468,28.3678043326389,27.468,0.9682807903605137,27911.209346898027,3,9.156
4870,Wall,18,5.0,0.2,3.0,11,Plywood,501,12,18,21,31.2,384.384,419.20929530388077,384.384,0.916926233043959,194436.78444649556,4,96.096
4871,Column,5,0.4,0.4,3.0,15,Steel,961,8,6,10,4.8,77.76,80.09481605650245,77.76,0.9708493486662687,79248.04889870861,5,15.552000000000001
4872,Slab,24,6.0,5.0,0.15,1,Plywood,519,16,24,26,3.3,3.828,3.726025803593374,3.828,1.0273680864765569,2259.0833204995247,3,1.276
4873,Slab,2,10.0,4.0,0.15,1,Plywood,471,15,2,5,4.2,4.83,5.355328335162771,4.83,0.9019054851009795,2556.587995966942,4,1.2075
4874,Column,15,0.23,0.45,3.2,14,Steel,927,8,16,19,4.352,65.802,70.75961009226164,65.802,0.9299372892841336,64980.797115142654,4,16.4505
4875,Column,5,0.4,0.4,3.2,15,Steel,1043,9,4,8,5.12,83.712,88.38264174527473,83.712,0.9471543093412409,90246.51411962247,5,16.7424
4876,Beam,17,0.25,0.5,5.0,12,Steel,889,11,16,20,7.5,99.9,106.52595533545598,99.9,0.9377996159284329,96775.01640355511,5,19.98
4877,Slab,11,8.0,4.0,0.15,1,Plywood,411,13,11,14,3.6,4.068,3.9320075487369817,4.068,1.0345860097106632,1897.0387921805802,4,1.017
4878,Wall,11,3.0,0.2,3.0,11,Plywood,483,9,10,14,19.2,230.208,254.1794021135916,230.208,0.9056910122761289,116517.5339268076,5,46.0416
4879,Column,17,0.35,0.55,2.8,26,Steel,940,11,17,19,5.04,145.454,147.81765086887683,145.454,0.9840096845337265,132606.02667143193,3,48.48466666666667
4880,Beam,19,0.23,0.6,5.5,19,Steel,979,12,19,23,9.13,194.286,196.04241264721998,194.286,0.9910406497068537,209838.60783066324,5,38.8572
4881,Column,10,0.3,0.6,3.0,29,Steel,939,9,10,14,5.4,170.694,161.29221928376643,170.694,1.058290354971759,152603.50594889245,5,34.138799999999996
4882,Column,25,0.35,0.55,3.2,20,Steel,966,11,26,29,5.76,127.872,137.98043509309042,127.872,0.9267400839382002,136238.42894237587,4,31.968
4883,Beam,13,0.23,0.6,4.0,23,Steel,892,11,13,17,6.64,169.519,183.21602046342997,169.519,0.9252411419657273,146218.46463492574,5,33.903800000000004
4884,Column,5,0.23,0.45,2.8,37,Steel,940,10,6,8,3.808,154.986,155.3099506677902,154.986,0.9979141666944242,141509.02436220986,3,51.662
4885,Column,1,0.3,0.6,3.3,29,Steel,955,10,1,4,5.94,189.486,219.41626436256675,189.486,0.8635914049055655,200202.57252246176,4,47.3715
4886,Wall,6,5.0,0.2,3.0,23,Plywood,517,10,6,10,31.2,789.36,910.6351940790031,789.36,0.8668235152039581,443972.8041977429,5,157.872
4887,Slab,18,6.0,5.0,0.15,1,Plywood,468,13,19,21,3.3,3.729,3.478099052661896,3.729,1.0721373783607693,1854.0369216061356,3,1.243
4888,Slab,14,8.0,4.0,0.15,1,Plywood,417,16,14,18,3.6,4.176,4.629144092248266,4.176,0.9021106098194095,1940.114497980798,5,0.8352
4889,Column,9,0.3,0.45,3.3,12,Steel,938,10,10,14,4.95,65.34,66.5259488907388,65.34,0.9821731382939523,68660.36530909874,5,13.068000000000001
4890,Wall,13,6.0,0.2,3.0,5,Plywood,512,10,13,16,37.2,204.6,245.50249755824035,204.6,0.8333927435970907,109102.79756874507,4,51.15
4891,Beam,21,0.3,0.6,5.0,6,Steel,863,12,21,25,9.0,60.48,58.51482873699833,60.48,1.0335841581598804,59984.738556761884,5,12.096
4892,Beam,15,0.23,0.45,4.0,19,Steel,890,13,15,17,5.44,116.797,114.94661568593882,116.797,1.0160977711524528,106185.90252938512,3,38.93233333333333
4893,Column,2,0.35,0.55,3.2,13,Steel,919,9,2,5,5.76,81.619,84.28238209660317,81.619,0.9683993020801139,73830.35409382265,4,20.40475
4894,Wall,2,4.5,0.2,3.0,18,Plywood,504,10,1,5,28.2,558.36,547.5359371252006,558.36,1.019768680265318,314956.5962034666,5,111.672
4895,Beam,13,0.23,0.6,5.5,6,Steel,859,13,14,17,9.13,61.901,68.56142441180748,61.901,0.9028546377361957,54933.73133732536,4,15.47525
4896,Slab,11,6.0,5.0,0.15,1,Plywood,437,13,10,12,3.3,3.729,3.8940919050974228,3.729,0.9576045175304376,1833.1065540303132,3,1.243
4897,Slab,22,6.0,4.0,0.15,1,Plywood,447,14,23,27,3.0,3.42,3.304621684555628,3.42,1.0349142281501087,1471.004487495252,5,0.6839999999999999
4898,Slab,15,10.0,4.0,0.15,1,Plywood,504,16,14,18,4.2,4.872,5.12491633996156,4.872,0.9506496646609733,2387.2510254358435,5,0.9743999999999999
4899,Slab,19,10.0,4.0,0.15,1,Plywood,527,14,18,21,4.2,4.788,5.585854747606741,4.788,0.8571651459521783,2417.436007904511,4,1.197
4900,Wall,15,5.0,0.2,3.0,5,Plywood,470,9,16,20,31.2,170.04,193.45768673711487,170.04,0.8789518931396268,85545.25870684326,5,34.007999999999996
4901,Column,9,0.3,0.6,2.8,30,Steel,979,10,10,12,5.04,166.32,174.57756801320065,166.32,0.9526997190579705,181775.95238812538,3,55.44
4902,Column,17,0.35,0.55,3.0,36,Steel,933,8,18,20,5.4,209.952,207.12767970445745,209.952,1.0136356487919551,201866.01411438276,3,69.984
4903,Slab,16,6.0,5.0,0.15,1,Plywood,489,15,17,21,3.3,3.795,3.620300740063828,3.795,1.0482554551346726,1796.62895684085,5,0.759
4904,Beam,19,0.23,0.6,5.5,18,Steel,859,13,20,22,9.13,185.704,216.06936414753457,185.704,0.8594647405598845,163458.87895120302,3,61.90133333333333
4905,Beam,5,0.23,0.6,6.0,11,Steel,950,10,4,8,9.96,120.516,134.14034370034224,120.516,0.8984321694390628,116735.26426016043,5,24.1032
4906,Slab,17,7.5,4.0,0.15,1,Plywood,473,14,18,20,3.45,3.933,4.214795481383685,3.933,0.9331413629372179,2006.704872577201,3,1.311
4907,Beam,8,0.23,0.6,4.0,25,Steel,890,12,7,10,6.64,185.92,216.3793468127118,185.92,0.8592317276977639,178777.50948699494,4,46.48
4908,Slab,20,10.0,4.0,0.15,1,Plywood,431,15,20,24,4.2,4.83,4.523329226405056,4.83,1.0677975796686974,2020.537012582732,5,0.966
4909,Column,20,0.3,0.6,3.2,11,Steel,962,9,21,23,5.76,69.062,76.29602252096245,69.062,0.9051848014885062,68698.87283246164,3,23.020666666666667
4910,Wall,16,5.0,0.2,3.0,14,Plywood,502,10,17,19,31.2,480.48,463.66977956049294,480.48,1.0362547251956797,260135.93613652638,3,160.16
4911,Column,24,0.4,0.4,3.0,20,Steel,957,11,23,27,4.8,106.56,99.75861963439907,106.56,1.0681783728616836,102158.6495363769,5,21.312
4912,Beam,14,0.25,0.5,4.0,15,Steel,931,11,15,18,6.0,99.9,103.86428704490778,99.9,0.9618320487465173,95928.81010022509,4,24.975
4913,Wall,1,4.5,0.2,3.0,24,Plywood,527,11,2,6,28.2,751.248,763.4316491098834,751.248,0.9840409431229518,424705.62048689136,5,150.24960000000002
4914,Column,16,0.3,0.45,3.2,22,Steel,929,8,15,18,4.8,114.048,134.84489033889562,114.048,0.8457717583022364,109189.9402592705,4,28.512
4915,Column,20,0.23,0.45,2.8,32,Steel,999,9,21,25,3.808,132.823,132.45028060146495,132.823,1.0028140325323776,126874.65770588542,5,26.564600000000002
4916,Column,3,0.3,0.45,3.2,32,Steel,981,10,2,5,4.8,168.96,193.36976570682788,168.96,0.8737663790530933,164841.98156292035,4,42.24
4917,Beam,3,0.23,0.45,5.0,12,Steel,957,10,2,4,6.8,89.76,100.94841346861158,89.76,0.8891670202217646,94938.42377969623,3,29.92
4918,Beam,7,0.23,0.6,4.0,23,Steel,917,12,7,11,6.64,171.046,188.2151118834097,171.046,0.9087793126088348,156802.25519512116,5,34.209199999999996
4919,Column,22,0.35,0.55,2.8,23,Steel,1024,11,23,27,5.04,128.671,151.33255477687314,128.671,0.8502532729306945,146719.33429280357,5,25.734199999999998
4920,Wall,14,3.0,0.2,3.0,9,Plywood,484,12,13,15,19.2,193.536,197.8668282894562,193.536,0.9781124085987738,97735.03698204672,3,64.512
4921,Column,25,0.23,0.45,3.0,14,Steel,947,10,24,28,4.08,62.832,63.89394598730262,62.832,0.9833795523051017,62154.750421016644,5,12.5664
4922,Beam,22,0.23,0.6,4.0,5,Steel,914,12,22,24,6.64,37.184,35.26100069953645,37.184,1.0545361521883532,37524.24714102122,3,12.394666666666666
4923,Beam,14,0.23,0.6,5.5,26,Steel,804,12,13,17,9.13,265.866,261.2741279890716,265.866,1.017574920434221,219454.72867154263,5,53.173199999999994
4924,Column,17,0.3,0.45,2.8,25,Steel,872,10,18,21,4.2,115.5,134.43425420250915,115.5,0.859156028983603,100483.96226384363,4,28.875
4925,Column,9,0.35,0.55,3.0,21,Steel,903,11,8,11,5.4,125.874,131.20031297942566,125.874,0.9594031991351963,110368.69557687959,4,31.4685
4926,Wall,3,4.0,0.2,3.0,16,Plywood,539,10,4,8,25.2,443.52,444.5871076374072,443.52,0.99759977826825,259229.4054804085,5,88.704
4927,Slab,10,8.0,4.0,0.15,1,Plywood,485,15,11,14,3.6,4.14,3.9944111724120566,4.14,1.0364481324790678,2096.224525130026,4,1.035
4928,Column,15,0.3,0.6,3.2,27,Steel,896,10,14,17,5.76,171.072,178.8537359789027,171.072,0.956491062731725,170429.74661800763,4,42.768
4929,Slab,5,10.0,4.0,0.15,1,Plywood,488,14,6,9,4.2,4.788,5.338618138135249,4.788,0.8968612993309956,2433.592218854209,4,1.197
4930,Beam,6,0.23,0.45,4.0,29,Steel,881,11,5,7,5.44,175.114,172.6637362037671,175.114,1.0141909578125963,159360.681686235,3,58.37133333333333
4931,Column,1,0.23,0.45,3.3,20,Steel,868,8,1,3,4.488,96.941,109.28303917322987,96.941,0.8870635437429051,84966.9176515654,3,32.31366666666667
4932,Slab,19,6.0,5.0,0.15,1,Plywood,502,16,20,23,3.3,3.828,4.168448280494096,3.828,0.9183273348772982,1902.219553720615,4,0.957
4933,Beam,23,0.3,0.6,4.0,12,Steel,926,13,24,28,7.2,97.632,110.93619243176293,97.632,0.8800734716044418,100902.37150324097,5,19.526400000000002
4934,Column,21,0.35,0.55,3.3,23,Steel,997,10,22,24,5.94,150.282,146.56596025397388,150.282,1.0253540435963908,145192.7222165752,3,50.094
4935,Wall,10,5.0,0.2,3.0,14,Plywood,484,12,9,13,31.2,489.216,532.9071194561164,489.216,0.9180136315298105,267662.7754185368,5,97.8432
4936,Column,15,0.35,0.55,2.8,19,Steel,908,11,14,18,5.04,106.294,100.56694133939608,106.294,1.0569477264032132,92208.63148800671,5,21.2588
4937,Column,25,0.3,0.45,2.8,30,Steel,986,8,24,27,4.2,136.08,137.32364799988915,136.08,0.9909436719894731,141480.76488190028,4,34.02
4938,Column,15,0.4,0.4,3.3,8,Steel,944,11,16,18,5.28,46.886,52.38610422203987,46.886,0.8950083365862151,42563.69371179497,3,15.628666666666668
4939,Slab,8,6.0,4.0,0.15,1,Plywood,445,15,9,13,3.0,3.45,3.7587767790752338,3.45,0.9178517913609114,1697.8658665981225,5,0.6900000000000001
4940,Slab,9,7.5,4.0,0.15,1,Plywood,496,14,10,14,3.45,3.933,3.7613568698257422,3.933,1.0456333009907166,1935.7457302491496,5,0.7866
4941,Wall,19,5.0,0.2,3.0,24,Plywood,493,12,18,20,31.2,838.656,970.7466696019295,838.656,0.863928794464888,439581.513899888,3,279.55199999999996
4942,Column,12,0.23,0.45,3.2,31,Steel,902,9,12,15,4.352,147.054,134.70224260733653,147.054,1.0916967464949299,150322.55115674174,4,36.7635
4943,Slab,21,6.0,4.0,0.15,1,Plywood,492,16,22,25,3.0,3.48,3.753405178811382,3.48,0.9271580962389029,1848.879035839634,4,0.87
4944,Beam,22,0.3,0.6,5.0,17,Steel,924,11,22,25,9.0,169.83,202.9716706663001,169.83,0.8367177520020153,154673.2719196009,4,42.4575
4945,Column,1,0.35,0.55,2.8,22,Steel,932,8,1,3,5.04,119.75,126.86930749145075,119.75,0.943884713866429,123809.61314748564,3,39.916666666666664
4946,Column,19,0.4,0.4,3.3,9,Steel,972,9,20,22,5.28,51.797,59.059019477531436,51.797,0.8770379267760411,52274.756651284835,3,17.265666666666664
4947,Slab,10,8.0,4.0,0.15,1,Plywood,462,15,10,14,3.6,4.14,4.465214768700864,4.14,0.9271670489445495,1822.0865767786845,5,0.828
4948,Column,13,0.35,0.55,3.3,7,Steel,988,9,14,16,5.94,45.322,51.43713858268196,45.322,0.8811143319558443,46898.51480630491,3,15.107333333333335
4949,Beam,7,0.3,0.6,5.0,5,Steel,914,13,8,12,9.0,50.85,55.766088534844904,50.85,0.9118444799697017,51705.408819340104,5,10.17
4950,Beam,10,0.25,0.5,4.0,13,Steel,850,11,10,12,6.0,86.58,95.87346294559778,86.58,0.9030653252728418,76241.72438518761,3,28.86
4951,Column,9,0.3,0.6,3.3,26,Steel,932,11,10,14,5.94,171.428,166.001163002531,171.428,1.0326915601030233,176017.29703534432,5,34.2856
4952,Wall,2,4.5,0.2,3.0,24,Plywood,505,12,3,7,28.2,758.016,850.9080364868665,758.016,0.8908318731241642,417672.9667980143,5,151.6032
4953,Slab,20,6.0,4.0,0.15,1,Plywood,482,12,20,24,3.0,3.36,3.2638131657576452,3.36,1.0294706925174213,1686.5397272351397,5,0.6719999999999999
4954,Beam,4,0.23,0.6,5.5,8,Steel,940,11,5,9,9.13,81.074,96.81792890007304,81.074,0.8373862250624825,77326.52671209037,5,16.2148
4955,Slab,10,7.5,4.0,0.15,1,Plywood,501,13,9,13,3.45,3.898,3.774574341110033,3.898,1.032699225855933,2139.0248031941464,5,0.7796000000000001
4956,Beam,5,0.25,0.5,6.0,16,Steel,914,12,4,6,9.0,161.28,156.603718830069,161.28,1.029860601043614,150915.8708890678,3,53.76
4957,Slab,5,6.0,5.0,0.15,1,Plywood,551,15,5,9,3.3,3.795,4.393099347670879,3.795,0.8638548094779651,2057.624708817883,5,0.759
4958,Column,10,0.23,0.45,3.0,25,Steel,929,10,10,14,4.08,112.2,109.1589041136685,112.2,1.0278593479022542,105711.06523653903,5,22.44
4959,Beam,23,0.25,0.5,4.5,8,Steel,915,11,22,25,6.75,59.94,60.43575403256025,59.94,0.9917970075744706,61720.91164401162,4,14.985
4960,Column,24,0.3,0.45,2.8,28,Steel,992,10,25,28,4.2,129.36,144.1577553750357,129.36,0.8973502650860624,129182.0523643447,4,32.34
4961,Beam,10,0.3,0.6,4.0,20,Steel,816,11,9,13,7.2,159.84,151.4683119174993,159.84,1.0552702276569936,130037.12219637987,5,31.968
4962,Beam,13,0.23,0.45,5.0,7,Steel,837,12,12,16,6.8,53.312,50.52493001800914,53.312,1.055162272980832,43581.734721725865,5,10.6624
4963,Column,25,0.4,0.4,3.3,23,Steel,1016,8,25,29,5.28,131.155,137.17600170106002,131.155,0.9561074705021564,128061.33396150968,5,26.231
4964,Wall,6,3.0,0.2,3.0,11,Plywood,500,12,5,9,19.2,236.544,230.18310150996786,236.544,1.0276340810785223,135461.47162317974,5,47.308800000000005
4965,Column,24,0.35,0.55,3.3,35,Steel,930,9,23,27,5.94,226.611,219.97070549083625,226.611,1.030187176489464,222835.77175003782,5,45.322199999999995
4966,Column,3,0.23,0.45,3.3,35,Steel,963,8,4,8,4.488,169.646,153.1516038188895,169.646,1.107699793993774,179040.91457845995,5,33.929199999999994
4967,Beam,6,0.25,0.5,5.5,11,Steel,887,12,7,11,8.25,101.64,102.77174893480783,101.64,0.988987742774274,99584.38075018901,5,20.328
4968,Beam,9,0.23,0.45,5.0,18,Steel,858,10,10,13,6.8,134.64,134.03077640214653,134.64,1.0045454007967956,117885.07476502862,4,33.66
4969,Column,1,0.3,0.6,3.0,37,Steel,950,9,1,4,5.4,217.782,198.0393524380362,217.782,1.099690527760845,229605.8471160789,4,54.4455
4970,Beam,21,0.3,0.6,6.0,10,Steel,954,13,20,23,10.8,122.04,132.58058912075867,122.04,0.9204967394498605,132993.23569566556,4,30.51
4971,Slab,22,7.5,4.0,0.15,1,Plywood,520,14,21,23,3.45,3.933,4.279090449245757,3.933,0.9191205576627248,2246.306333127586,3,1.311
4972,Column,10,0.4,0.4,3.2,35,Steel,933,11,9,13,5.12,198.912,183.24571903243262,198.912,1.0854932985626509,202723.03485829334,5,39.7824
4973,Wall,21,4.0,0.2,3.0,22,Plywood,555,9,20,23,25.2,604.296,601.3424844899793,604.296,1.0049115364142711,347607.9494608969,4,151.074
4974,Column,20,0.23,0.45,3.2,9,Steel,971,8,21,23,4.352,42.301,49.147064042681194,42.301,0.860702481907448,45931.8796190449,3,14.100333333333333
4975,Beam,21,0.25,0.5,6.0,6,Steel,893,10,20,24,9.0,59.4,63.83421715611839,59.4,0.9305354188761539,51334.45149870359,5,11.879999999999999
4976,Column,21,0.23,0.45,3.2,21,Steel,929,9,20,23,4.352,99.617,101.96720582457067,99.617,0.9769513560211303,101792.75818093507,4,24.90425
4977,Slab,15,8.0,4.0,0.15,1,Plywood,472,13,14,17,3.6,4.068,4.228810393497582,4.068,0.9619726640511355,1963.1036704588657,4,1.017
4978,Slab,3,10.0,4.0,0.15,1,Plywood,488,15,2,6,4.2,4.83,4.648797711937482,4.83,1.0389783120907186,2505.992631698405,5,0.966
4979,Column,24,0.3,0.45,2.8,25,Steel,940,11,25,28,4.2,116.55,133.2824366722527,116.55,0.8744588027498441,123645.23634772171,4,29.1375
4980,Column,16,0.3,0.6,3.3,9,Steel,977,10,17,19,5.94,58.806,69.05008821262489,58.806,0.8516426484339829,61532.88255942023,3,19.602
4981,Column,23,0.3,0.6,3.3,23,Steel,904,11,22,24,5.94,151.648,177.91331420374038,151.648,0.8523701594718076,130936.69573528641,3,50.54933333333333
4982,Column,24,0.3,0.6,3.2,29,Steel,918,8,25,28,5.76,180.403,174.48223081933978,180.403,1.033933364749277,181263.5673454514,4,45.10075
4983,Wall,5,4.5,0.2,3.0,16,Plywood,482,11,4,8,28.2,500.832,497.4374009373055,500.832,1.0068241733659313,274184.4662237306,5,100.1664
